,exonic_length
ENSG00000237953,266
ENSG00000237954,1457
ENSG00000237955,471
ENSG00000237956,224
ENSG00000237957,1295
ENSG00000237959,321
ENSG00000237961,761
ENSG00000237962,4243
ENSG00000237963,657
ENSG00000237964,1147
ENSG00000237968,696
ENSG00000237970,1456
ENSG00000237971,1359
ENSG00000237972,1357
ENSG00000237973,1542
ENSG00000237974,192
ENSG00000237975,28038
ENSG00000237976,616
ENSG00000237977,562
ENSG00000237978,5603
ENSG00000237979,791
ENSG00000237980,1755
ENSG00000237982,484
ENSG00000237984,5209
ENSG00000237986,8040
ENSG00000237987,453
ENSG00000237988,10052
ENSG00000237989,2796
ENSG00000237990,2250
ENSG00000237991,369
ENSG00000237992,6343
ENSG00000237993,702
ENSG00000237994,463
ENSG00000237997,916
ENSG00000237999,1115
ENSG00000238000,719
ENSG00000238001,457
ENSG00000238002,3856
ENSG00000238003,307
ENSG00000238004,509
ENSG00000238005,9068
ENSG00000238007,715
ENSG00000238008,223
ENSG00000238009,4702
ENSG00000238010,392
ENSG00000238012,740
ENSG00000238013,267
ENSG00000238015,423
ENSG00000238017,459
ENSG00000238018,1450
ENSG00000238019,141
ENSG00000238020,512
ENSG00000238021,938
ENSG00000238022,1397
ENSG00000238024,256
ENSG00000238025,1034
ENSG00000238026,835
ENSG00000238027,545
ENSG00000238029,759
ENSG00000238031,461
ENSG00000238032,292
ENSG00000238034,567
ENSG00000238035,2348
ENSG00000238037,273
ENSG00000238038,245
ENSG00000238039,653
ENSG00000238040,2907
ENSG00000238041,258
ENSG00000238042,1088
ENSG00000238043,563
ENSG00000238045,4984
ENSG00000238046,194
ENSG00000238047,900
ENSG00000238048,820
ENSG00000238049,267
ENSG00000238051,447
ENSG00000238053,422
ENSG00000238054,2075
ENSG00000238055,325
ENSG00000238056,6976
ENSG00000238057,9193
ENSG00000238058,971
ENSG00000238059,307
ENSG00000238061,972
ENSG00000238062,7498
ENSG00000238063,16067
ENSG00000238064,2296
ENSG00000238065,683
ENSG00000238066,268
ENSG00000238067,491
ENSG00000238069,666
ENSG00000238070,595
ENSG00000238071,966
ENSG00000238072,257
ENSG00000238073,715
ENSG00000238074,939
ENSG00000238075,525
ENSG00000238076,635
ENSG00000238077,887
ENSG00000238078,958
ENSG00000238079,155
ENSG00000238081,661
ENSG00000238082,712
ENSG00000238083,10995
ENSG00000238084,477
ENSG00000238085,343
ENSG00000238086,3612
ENSG00000238087,1592
ENSG00000238088,1144
ENSG00000238090,922
ENSG00000238092,571
ENSG00000238094,317
ENSG00000238097,3899
ENSG00000238098,9166
ENSG00000238099,13045
ENSG00000238100,715
ENSG00000238101,1131
ENSG00000238102,4869
ENSG00000238103,579
ENSG00000238104,6636
ENSG00000238105,21418
ENSG00000238107,1916
ENSG00000238108,432
ENSG00000238109,1392
ENSG00000238110,747
ENSG00000238111,456
ENSG00000238113,8531
ENSG00000238114,1090
ENSG00000238116,1872
ENSG00000238117,507
ENSG00000238118,507
ENSG00000238120,546
ENSG00000238121,10919
ENSG00000238122,2479
ENSG00000238123,374
ENSG00000238124,162
ENSG00000238125,2020
ENSG00000238126,273
ENSG00000238129,1534
ENSG00000238130,2149
ENSG00000238131,1096
ENSG00000238132,1311
ENSG00000238133,3319
ENSG00000238134,10027
ENSG00000238135,624
ENSG00000238137,532
ENSG00000238138,104
ENSG00000238139,373
ENSG00000238140,676
ENSG00000238141,688
ENSG00000238142,5106
ENSG00000238143,485
ENSG00000238145,1191
ENSG00000238148,165
ENSG00000238149,390
ENSG00000238150,283
ENSG00000238151,261
ENSG00000238152,1025
ENSG00000238153,378
ENSG00000238154,1739
ENSG00000238156,457
ENSG00000238158,626
ENSG00000238160,1168
ENSG00000238161,1111
ENSG00000238162,264
ENSG00000238164,10263
ENSG00000238165,236
ENSG00000238166,584
ENSG00000238168,394
ENSG00000238169,3129
ENSG00000238170,2077
ENSG00000238171,827
ENSG00000238172,896
ENSG00000238173,149
ENSG00000238176,291
ENSG00000238178,2038
ENSG00000238180,484
ENSG00000238181,1299
ENSG00000238183,243
ENSG00000238184,2625
ENSG00000238185,334
ENSG00000238186,544
ENSG00000238188,602
ENSG00000238189,607
ENSG00000238190,434
ENSG00000238191,1180
ENSG00000238192,496
ENSG00000238193,1414
ENSG00000238194,5785
ENSG00000238195,306
ENSG00000238196,8156
ENSG00000238197,35179
ENSG00000238198,2464
ENSG00000238199,435
ENSG00000238200,795
ENSG00000238201,402
ENSG00000238203,5045
ENSG00000238205,570
ENSG00000238207,4388
ENSG00000238210,660
ENSG00000238211,186
ENSG00000238212,4340
ENSG00000238213,1230
ENSG00000238215,1298
ENSG00000238216,1072
ENSG00000238217,18706
ENSG00000238220,388
ENSG00000238221,497
ENSG00000238222,1520
ENSG00000238223,858
ENSG00000238224,269
ENSG00000238225,227
ENSG00000238226,551
ENSG00000238227,8837
ENSG00000238228,1011
ENSG00000238230,3227
ENSG00000238231,366
ENSG00000238232,180
ENSG00000238234,4407
ENSG00000238235,1039
ENSG00000238236,714
ENSG00000238238,953
ENSG00000238241,5619
ENSG00000238242,1695
ENSG00000238243,944
ENSG00000238244,353
ENSG00000238245,1276
ENSG00000238246,497
ENSG00000238247,1543
ENSG00000238248,939
ENSG00000238249,742
ENSG00000238250,386
ENSG00000238251,513
ENSG00000238254,294
ENSG00000238255,729
ENSG00000238256,142
ENSG00000238257,200
ENSG00000238258,779
ENSG00000238259,299
ENSG00000238260,619
ENSG00000238262,371
ENSG00000238263,435
ENSG00000238265,609
ENSG00000238266,14327
ENSG00000238267,474
ENSG00000238269,643
ENSG00000238270,412
ENSG00000238271,565
ENSG00000238272,674
ENSG00000238273,2818
ENSG00000238275,846
ENSG00000238276,10425
ENSG00000238277,658
ENSG00000238278,750
ENSG00000238279,529
ENSG00000238280,1246
ENSG00000238282,166
ENSG00000238283,1680
ENSG00000238284,1178
ENSG00000238285,481
ENSG00000238286,863
ENSG00000238287,603
ENSG00000238288,346
ENSG00000238289,3268
ENSG00000238290,2041
ENSG00000238291,828
ENSG00000238295,103
ENSG00000238297,191
ENSG00000238300,80
ENSG00000238302,62
ENSG00000238304,61
ENSG00000238311,103
ENSG00000238316,103
ENSG00000238317,83
ENSG00000238324,305
ENSG00000238326,103
ENSG00000238344,76
ENSG00000238357,61
ENSG00000238358,576
ENSG00000238363,132
ENSG00000238364,59
ENSG00000238365,59
ENSG00000238366,100
ENSG00000238367,90
ENSG00000238370,59
ENSG00000238371,103
ENSG00000238372,104
ENSG00000238374,62
ENSG00000238379,117
ENSG00000238380,59
ENSG00000238382,104
ENSG00000238386,62
ENSG00000238387,103
ENSG00000238390,176
ENSG00000238391,112
ENSG00000238399,90
ENSG00000238405,115
ENSG00000238406,61
ENSG00000238410,134
ENSG00000238417,61
ENSG00000238419,62
ENSG00000238420,94
ENSG00000238423,66
ENSG00000238426,101
ENSG00000238427,68
ENSG00000238431,65
ENSG00000238440,103
ENSG00000238441,61
ENSG00000238443,94
ENSG00000238444,99
ENSG00000238446,59
ENSG00000238447,63
ENSG00000238452,75
ENSG00000238456,102
ENSG00000238457,60
ENSG00000238468,61
ENSG00000238478,106
ENSG00000238482,106
ENSG00000238485,103
ENSG00000238489,106
ENSG00000238490,112
ENSG00000238493,98
ENSG00000238498,103
ENSG00000238500,61
ENSG00000238503,69
ENSG00000238509,106
ENSG00000238516,100
ENSG00000238517,82
ENSG00000238519,132
ENSG00000238523,60
ENSG00000238529,106
ENSG00000238531,78
ENSG00000238540,60
ENSG00000238542,78
ENSG00000238551,106
ENSG00000238554,127
ENSG00000238558,61
ENSG00000238560,101
ENSG00000238561,117
ENSG00000238562,61
ENSG00000238570,102
ENSG00000238575,134
ENSG00000238578,71
ENSG00000238584,61
ENSG00000238585,113
ENSG00000238590,61
ENSG00000238594,102
ENSG00000238597,71
ENSG00000238606,61
ENSG00000238609,62
ENSG00000238610,62
ENSG00000238616,103
ENSG00000238619,95
ENSG00000238622,141
ENSG00000238627,108
ENSG00000238628,103
ENSG00000238632,61
ENSG00000238645,102
ENSG00000238649,63
ENSG00000238650,66
ENSG00000238653,61
ENSG00000238658,106
ENSG00000238669,106
ENSG00000238680,106
ENSG00000238685,126
ENSG00000238694,103
ENSG00000238697,101
ENSG00000238698,61
ENSG00000238704,61
ENSG00000238705,51
ENSG00000238707,68
ENSG00000238709,61
ENSG00000238711,95
ENSG00000238713,112
ENSG00000238719,63
ENSG00000238721,62
ENSG00000238723,101
ENSG00000238724,103
ENSG00000238728,76
ENSG00000238730,61
ENSG00000238731,61
ENSG00000238735,61
ENSG00000238741,329
ENSG00000238745,103
ENSG00000238749,111
ENSG00000238750,61
ENSG00000238754,134
ENSG00000238755,3281
ENSG00000238759,62
ENSG00000238761,103
ENSG00000238764,103
ENSG00000238765,122
ENSG00000238777,61
ENSG00000238778,60
ENSG00000238782,61
ENSG00000238783,104
ENSG00000238785,75
ENSG00000238788,61
ENSG00000238789,63
ENSG00000238793,103
ENSG00000238795,269
ENSG00000238797,99
ENSG00000238804,103
ENSG00000238808,61
ENSG00000238812,61
ENSG00000238813,103
ENSG00000238819,84
ENSG00000238825,161
ENSG00000238829,62
ENSG00000238830,61
ENSG00000238832,144
ENSG00000238833,160
ENSG00000238835,133
ENSG00000238837,587
ENSG00000238840,132
ENSG00000238842,66
ENSG00000238845,112
ENSG00000238854,74
ENSG00000238862,83
ENSG00000238875,260
ENSG00000238880,60
ENSG00000238882,106
ENSG00000238884,62
ENSG00000238886,81
ENSG00000238898,160
ENSG00000238901,103
ENSG00000238902,103
ENSG00000238904,63
ENSG00000238906,104
ENSG00000238908,110
ENSG00000238912,101
ENSG00000238913,61
ENSG00000238917,141
ENSG00000238923,62
ENSG00000238924,61
ENSG00000238926,100
ENSG00000238933,111
ENSG00000238934,128
ENSG00000238936,72
ENSG00000238941,106
ENSG00000238942,68
ENSG00000238943,109
ENSG00000238949,61
ENSG00000238950,75
ENSG00000238959,65
ENSG00000238961,137
ENSG00000238962,61
ENSG00000238963,130
ENSG00000238964,61
ENSG00000238965,108
ENSG00000238966,71
ENSG00000238987,61
ENSG00000238998,67
ENSG00000239001,106
ENSG00000239002,329
ENSG00000239003,62
ENSG00000239005,126
ENSG00000239007,63
ENSG00000239008,126
ENSG00000239010,61
ENSG00000239014,70
ENSG00000239021,118
ENSG00000239023,159
ENSG00000239030,102
ENSG00000239035,103
ENSG00000239039,103
ENSG00000239040,102
ENSG00000239041,103
ENSG00000239043,85
ENSG00000239053,63
ENSG00000239057,78
ENSG00000239069,101
ENSG00000239075,106
ENSG00000239078,61
ENSG00000239079,103
ENSG00000239080,103
ENSG00000239081,61
ENSG00000239082,60
ENSG00000239093,104
ENSG00000239096,103
ENSG00000239099,61
ENSG00000239102,59
ENSG00000239105,62
ENSG00000239106,102
ENSG00000239108,106
ENSG00000239112,69
ENSG00000239115,61
ENSG00000239118,76
ENSG00000239119,62
ENSG00000239122,186
ENSG00000239127,95
ENSG00000239128,103
ENSG00000239129,103
ENSG00000239137,103
ENSG00000239142,135
ENSG00000239143,101
ENSG00000239148,132
ENSG00000239149,151
ENSG00000239151,61
ENSG00000239152,115
ENSG00000239153,103
ENSG00000239168,61
ENSG00000239169,66
ENSG00000239175,107
ENSG00000239180,94
ENSG00000239182,127
ENSG00000239183,132
ENSG00000239184,136
ENSG00000239185,60
ENSG00000239189,105
ENSG00000239190,103
ENSG00000239194,159
ENSG00000239195,72
ENSG00000239197,142
ENSG00000239198,883
ENSG00000239199,503
ENSG00000239200,376
ENSG00000239201,477
ENSG00000239202,275
ENSG00000239203,475
ENSG00000239205,1946
ENSG00000239207,978
ENSG00000239210,354
ENSG00000239211,297
ENSG00000239212,852
ENSG00000239213,13150
ENSG00000239215,393
ENSG00000239216,408
ENSG00000239218,1673
ENSG00000239219,9524
ENSG00000239221,319
ENSG00000239223,370
ENSG00000239224,289
ENSG00000239225,509
ENSG00000239226,384
ENSG00000239227,166
ENSG00000239228,282
ENSG00000239238,301
ENSG00000239246,446
ENSG00000239247,309
ENSG00000239249,300
ENSG00000239250,294
ENSG00000239253,236
ENSG00000239254,1750
ENSG00000239255,24
ENSG00000239256,340
ENSG00000239257,470
ENSG00000239261,371
ENSG00000239263,1080
ENSG00000239264,5134
ENSG00000239265,4075
ENSG00000239268,1626
ENSG00000239269,887
ENSG00000239272,488
ENSG00000239279,296
ENSG00000239280,431
ENSG00000239281,135
ENSG00000239282,7090
ENSG00000239285,2861
ENSG00000239288,1618
ENSG00000239291,802
ENSG00000239293,279
ENSG00000239300,659
ENSG00000239304,437
ENSG00000239305,11594
ENSG00000239306,10177
ENSG00000239311,409
ENSG00000239314,561
ENSG00000239315,582
ENSG00000239316,292
ENSG00000239317,237
ENSG00000239319,294
ENSG00000239320,170
ENSG00000239322,2067
ENSG00000239323,576
ENSG00000239327,347
ENSG00000239329,10242
ENSG00000239332,6783
ENSG00000239333,302
ENSG00000239335,621
ENSG00000239344,748
ENSG00000239345,1091
ENSG00000239350,178
ENSG00000239351,802
ENSG00000239354,348
ENSG00000239356,285
ENSG00000239365,333
ENSG00000239367,285
ENSG00000239374,479
ENSG00000239377,418
ENSG00000239381,2990
ENSG00000239382,11746
ENSG00000239383,351
ENSG00000239388,5715
ENSG00000239389,12563
ENSG00000239390,287
ENSG00000239392,1539
ENSG00000239393,353
ENSG00000239395,450
ENSG00000239396,293
ENSG00000239397,647
ENSG00000239398,293
ENSG00000239402,3209
ENSG00000239405,611
ENSG00000239407,1340
ENSG00000239408,362
ENSG00000239412,457
ENSG00000239413,250
ENSG00000239415,2696
ENSG00000239419,295
ENSG00000239426,929
ENSG00000239428,561
ENSG00000239432,376
ENSG00000239435,3691
ENSG00000239437,286
ENSG00000239438,338
ENSG00000239439,475
ENSG00000239440,7170
ENSG00000239443,380
ENSG00000239445,28860
ENSG00000239446,242
ENSG00000239453,463
ENSG00000239454,1369
ENSG00000239455,1774
ENSG00000239457,3393
ENSG00000239462,391
ENSG00000239463,5267
ENSG00000239464,300
ENSG00000239465,483
ENSG00000239466,275
ENSG00000239467,9862
ENSG00000239468,287
ENSG00000239470,482
ENSG00000239471,296
ENSG00000239472,280
ENSG00000239473,738
ENSG00000239474,2745
ENSG00000239480,538
ENSG00000239481,777
ENSG00000239482,1338
ENSG00000239483,360
ENSG00000239486,335
ENSG00000239490,762
ENSG00000239494,296
ENSG00000239497,2861
ENSG00000239498,750
ENSG00000239503,951
ENSG00000239504,286
ENSG00000239508,1306
ENSG00000239510,470
ENSG00000239511,2403
ENSG00000239513,10496
ENSG00000239516,1873
ENSG00000239517,155
ENSG00000239519,2654
ENSG00000239521,11178
ENSG00000239523,6688
ENSG00000239524,399
ENSG00000239525,335
ENSG00000239527,442
ENSG00000239528,368
ENSG00000239532,477
ENSG00000239533,2045
ENSG00000239539,299
ENSG00000239542,278
ENSG00000239544,363
ENSG00000239545,295
ENSG00000239547,296
ENSG00000239552,843
ENSG00000239553,289
ENSG00000239555,296
ENSG00000239556,787
ENSG00000239557,1230
ENSG00000239559,286
ENSG00000239560,299
ENSG00000239568,165
ENSG00000239569,734
ENSG00000239570,689
ENSG00000239571,393
ENSG00000239572,8436
ENSG00000239576,173
ENSG00000239577,338
ENSG00000239579,282
ENSG00000239580,296
ENSG00000239586,897
ENSG00000239589,12262
ENSG00000239590,941
ENSG00000239593,836
ENSG00000239595,289
ENSG00000239600,386
ENSG00000239602,319
ENSG00000239605,4195
ENSG00000239607,275
ENSG00000239608,586
ENSG00000239614,312
ENSG00000239615,435
ENSG00000239617,395
ENSG00000239618,5251
ENSG00000239620,1081
ENSG00000239622,379
ENSG00000239625,235
ENSG00000239626,859
ENSG00000239627,478
ENSG00000239628,467
ENSG00000239632,274
ENSG00000239636,1130
ENSG00000239640,296
ENSG00000239641,344
ENSG00000239642,2671
ENSG00000239648,951
ENSG00000239649,3890
ENSG00000239650,667
ENSG00000239653,2453
ENSG00000239659,576
ENSG00000239661,490
ENSG00000239665,28431
ENSG00000239670,861
ENSG00000239671,344
ENSG00000239672,6985
ENSG00000239674,272
ENSG00000239675,315
ENSG00000239677,2807
ENSG00000239679,275
ENSG00000239683,671
ENSG00000239684,251
ENSG00000239686,347
ENSG00000239689,543
ENSG00000239690,302
ENSG00000239694,880
ENSG00000239696,1440
ENSG00000239697,3426
ENSG00000239699,973
ENSG00000239701,290
ENSG00000239702,295
ENSG00000239703,297
ENSG00000239704,4099
ENSG00000239705,600
ENSG00000239706,595
ENSG00000239708,293
ENSG00000239710,287
ENSG00000239713,8729
ENSG00000239715,565
ENSG00000239716,464
ENSG00000239718,412
ENSG00000239719,180
ENSG00000239722,474
ENSG00000239726,274
ENSG00000239731,294
ENSG00000239732,3868
ENSG00000239736,2180
ENSG00000239739,261
ENSG00000239741,914
ENSG00000239742,316
ENSG00000239744,303
ENSG00000239745,297
ENSG00000239748,281
ENSG00000239754,7679
ENSG00000239756,1386
ENSG00000239763,471
ENSG00000239767,2937
ENSG00000239774,560
ENSG00000239775,1311
ENSG00000239779,10746
ENSG00000239780,908
ENSG00000239783,371
ENSG00000239784,470
ENSG00000239789,2359
ENSG00000239791,3387
ENSG00000239792,551
ENSG00000239793,251
ENSG00000239794,292
ENSG00000239797,482
ENSG00000239799,392
ENSG00000239801,362
ENSG00000239804,258
ENSG00000239805,359
ENSG00000239808,295
ENSG00000239809,347
ENSG00000239810,1841
ENSG00000239819,532
ENSG00000239820,316
ENSG00000239821,297
ENSG00000239822,265
ENSG00000239823,105
ENSG00000239825,281
ENSG00000239827,2520
ENSG00000239828,7212
ENSG00000239829,1455
ENSG00000239830,779
ENSG00000239831,341
ENSG00000239835,1128
ENSG00000239836,4458
ENSG00000239839,491
ENSG00000239840,434
ENSG00000239855,378
ENSG00000239856,297
ENSG00000239857,6716
ENSG00000239861,475
ENSG00000239862,396
ENSG00000239865,5018
ENSG00000239868,269
ENSG00000239870,476
ENSG00000239872,328
ENSG00000239873,1019
ENSG00000239877,2450
ENSG00000239880,1952
ENSG00000239881,728
ENSG00000239882,2663
ENSG00000239883,3470
ENSG00000239884,278
ENSG00000239886,1004
ENSG00000239887,5166
ENSG00000239888,304
ENSG00000239893,3522
ENSG00000239899,274
ENSG00000239900,13824
ENSG00000239906,321
ENSG00000239908,280
ENSG00000239910,297
ENSG00000239911,1441
ENSG00000239912,155
ENSG00000239917,494
ENSG00000239919,226
ENSG00000239920,6149
ENSG00000239921,19540
ENSG00000239922,8923
ENSG00000239923,284
ENSG00000239924,458
ENSG00000239926,746
ENSG00000239927,5012
ENSG00000239930,446
ENSG00000239932,292
ENSG00000239939,735
ENSG00000239940,315
ENSG00000239941,552
ENSG00000239942,290
ENSG00000239944,269
ENSG00000239945,1317
ENSG00000239946,461
ENSG00000239948,276
ENSG00000239951,398
ENSG00000239953,298
ENSG00000239958,284
ENSG00000239959,940
ENSG00000239961,2629
ENSG00000239964,310
ENSG00000239967,104
ENSG00000239969,1196
ENSG00000239974,3579
ENSG00000239975,760
ENSG00000239978,903
ENSG00000239981,899
ENSG00000239983,352
ENSG00000239984,297
ENSG00000239985,193
ENSG00000239986,329
ENSG00000239988,366
ENSG00000239989,390
ENSG00000239991,426
ENSG00000239992,314
ENSG00000239994,263
ENSG00000239995,497
ENSG00000239997,589
ENSG00000239998,7795
ENSG00000240002,908
ENSG00000240003,750
ENSG00000240005,1288
ENSG00000240006,292
ENSG00000240008,914
ENSG00000240012,514
ENSG00000240014,283
ENSG00000240015,619
ENSG00000240021,7627
ENSG00000240023,948
ENSG00000240024,3417
ENSG00000240027,254
ENSG00000240031,1335
ENSG00000240032,707
ENSG00000240033,787
ENSG00000240034,262
ENSG00000240036,375
ENSG00000240038,9401
ENSG00000240040,702
ENSG00000240041,45
ENSG00000240042,647
ENSG00000240043,238
ENSG00000240045,780
ENSG00000240047,765
ENSG00000240048,2191
ENSG00000240051,465
ENSG00000240052,435
ENSG00000240053,4829
ENSG00000240056,286
ENSG00000240057,8663
ENSG00000240058,960
ENSG00000240063,1875
ENSG00000240065,4575
ENSG00000240068,463
ENSG00000240069,930
ENSG00000240074,573
ENSG00000240083,768
ENSG00000240084,290
ENSG00000240086,16413
ENSG00000240087,887
ENSG00000240089,926
ENSG00000240093,571
ENSG00000240095,567
ENSG00000240096,541
ENSG00000240097,1257
ENSG00000240098,247
ENSG00000240100,315
ENSG00000240103,2246
ENSG00000240106,296
ENSG00000240107,1852
ENSG00000240108,693
ENSG00000240110,308
ENSG00000240111,315
ENSG00000240116,250
ENSG00000240118,4456
ENSG00000240121,245
ENSG00000240122,396
ENSG00000240125,450
ENSG00000240128,1280
ENSG00000240130,215
ENSG00000240131,155
ENSG00000240132,1585
ENSG00000240135,1365
ENSG00000240137,7836
ENSG00000240138,1306
ENSG00000240143,323
ENSG00000240151,287
ENSG00000240152,1136
ENSG00000240156,227
ENSG00000240159,821
ENSG00000240160,289
ENSG00000240163,311
ENSG00000240167,570
ENSG00000240173,297
ENSG00000240174,572
ENSG00000240175,588
ENSG00000240179,452
ENSG00000240180,487
ENSG00000240183,292
ENSG00000240184,13278
ENSG00000240186,296
ENSG00000240189,298
ENSG00000240194,1877
ENSG00000240197,168
ENSG00000240198,744
ENSG00000240199,285
ENSG00000240201,744
ENSG00000240202,293
ENSG00000240203,302
ENSG00000240204,1389
ENSG00000240205,288
ENSG00000240207,10766
ENSG00000240210,800
ENSG00000240211,301
ENSG00000240215,372
ENSG00000240216,4642
ENSG00000240219,2217
ENSG00000240224,2340
ENSG00000240225,15462
ENSG00000240230,7162
ENSG00000240231,251
ENSG00000240233,280
ENSG00000240235,279
ENSG00000240236,1132
ENSG00000240237,470
ENSG00000240238,478
ENSG00000240240,7509
ENSG00000240241,1341
ENSG00000240244,1012
ENSG00000240246,230
ENSG00000240247,488
ENSG00000240250,282
ENSG00000240253,4760
ENSG00000240254,830
ENSG00000240255,1318
ENSG00000240265,1029
ENSG00000240268,2130
ENSG00000240270,494
ENSG00000240271,461
ENSG00000240280,5676
ENSG00000240281,531
ENSG00000240286,325
ENSG00000240288,6771
ENSG00000240291,1677
ENSG00000240294,290
ENSG00000240296,647
ENSG00000240298,320
ENSG00000240299,302
ENSG00000240302,296
ENSG00000240303,9873
ENSG00000240305,837
ENSG00000240306,292
ENSG00000240309,1383
ENSG00000240311,567
ENSG00000240317,285
ENSG00000240320,169
ENSG00000240322,298
ENSG00000240327,292
ENSG00000240328,341
ENSG00000240338,3045
ENSG00000240342,878
ENSG00000240344,6897
ENSG00000240347,291
ENSG00000240350,1001
ENSG00000240354,481
ENSG00000240355,227
ENSG00000240356,3158
ENSG00000240359,230
ENSG00000240361,2349
ENSG00000240364,331
ENSG00000240366,317
ENSG00000240370,3478
ENSG00000240371,788
ENSG00000240373,344
ENSG00000240374,302
ENSG00000240375,978
ENSG00000240376,628
ENSG00000240382,376
ENSG00000240385,170
ENSG00000240386,356
ENSG00000240388,456
ENSG00000240389,3579
ENSG00000240392,574
ENSG00000240393,802
ENSG00000240395,867
ENSG00000240399,1060
ENSG00000240401,13621
ENSG00000240403,2339
ENSG00000240404,285
ENSG00000240405,24922
ENSG00000240409,206
ENSG00000240411,789
ENSG00000240412,895
ENSG00000240416,314
ENSG00000240418,892
ENSG00000240419,346
ENSG00000240423,2798
ENSG00000240424,575
ENSG00000240426,318
ENSG00000240427,348
ENSG00000240429,2245
ENSG00000240432,703
ENSG00000240433,2772
ENSG00000240435,336
ENSG00000240436,320
ENSG00000240438,2574
ENSG00000240439,290
ENSG00000240440,359
ENSG00000240441,534
ENSG00000240443,462
ENSG00000240445,7413
ENSG00000240449,574
ENSG00000240450,793
ENSG00000240452,287
ENSG00000240454,157
ENSG00000240457,292
ENSG00000240458,152
ENSG00000240459,393
ENSG00000240463,440
ENSG00000240470,293
ENSG00000240471,724
ENSG00000240474,304
ENSG00000240476,960
ENSG00000240477,727
ENSG00000240478,475
ENSG00000240480,1115
ENSG00000240481,295
ENSG00000240484,347
ENSG00000240486,418
ENSG00000240487,1623
ENSG00000240489,872
ENSG00000240490,287
ENSG00000240494,426
ENSG00000240497,2423
ENSG00000240498,27563
ENSG00000240499,6306
ENSG00000240502,286
ENSG00000240505,5882
ENSG00000240508,4478
ENSG00000240509,353
ENSG00000240511,316
ENSG00000240513,200
ENSG00000240518,315
ENSG00000240519,350
ENSG00000240520,3748
ENSG00000240521,1409
ENSG00000240522,790
ENSG00000240527,585
ENSG00000240531,406
ENSG00000240533,271
ENSG00000240534,346
ENSG00000240535,6366
ENSG00000240540,1182
ENSG00000240541,2812
ENSG00000240542,1793
ENSG00000240545,294
ENSG00000240549,671
ENSG00000240553,664
ENSG00000240554,801
ENSG00000240562,693
ENSG00000240563,3827
ENSG00000240566,726
ENSG00000240567,2841
ENSG00000240568,182
ENSG00000240571,570
ENSG00000240572,175
ENSG00000240573,551
ENSG00000240577,292
ENSG00000240578,335
ENSG00000240579,636
ENSG00000240583,10568
ENSG00000240584,289
ENSG00000240589,299
ENSG00000240590,888
ENSG00000240591,3227
ENSG00000240592,3578
ENSG00000240596,534
ENSG00000240601,531
ENSG00000240602,4221
ENSG00000240606,249
ENSG00000240611,835
ENSG00000240613,299
ENSG00000240616,747
ENSG00000240621,402
ENSG00000240622,710
ENSG00000240624,535
ENSG00000240625,304
ENSG00000240626,261
ENSG00000240627,481
ENSG00000240631,352
ENSG00000240632,9534
ENSG00000240634,693
ENSG00000240637,298
ENSG00000240639,303
ENSG00000240641,286
ENSG00000240647,280
ENSG00000240651,304
ENSG00000240652,344
ENSG00000240654,1888
ENSG00000240661,5489
ENSG00000240663,280
ENSG00000240665,132
ENSG00000240666,826
ENSG00000240667,564
ENSG00000240668,1439
ENSG00000240669,458
ENSG00000240671,396
ENSG00000240673,499
ENSG00000240674,479
ENSG00000240677,452
ENSG00000240680,306
ENSG00000240682,6218
ENSG00000240684,308
ENSG00000240687,6310
ENSG00000240692,303
ENSG00000240694,8258
ENSG00000240695,729
ENSG00000240698,667
ENSG00000240704,1047
ENSG00000240707,7243
ENSG00000240708,3559
ENSG00000240710,680
ENSG00000240713,222
ENSG00000240718,302
ENSG00000240720,5129
ENSG00000240721,793
ENSG00000240723,281
ENSG00000240724,384
ENSG00000240729,475
ENSG00000240731,384
ENSG00000240733,289
ENSG00000240738,743
ENSG00000240739,314
ENSG00000240747,3367
ENSG00000240750,296
ENSG00000240751,1052
ENSG00000240752,400
ENSG00000240755,577
ENSG00000240758,658
ENSG00000240759,251
ENSG00000240760,367
ENSG00000240761,550
ENSG00000240764,7555
ENSG00000240766,489
ENSG00000240767,290
ENSG00000240770,1023
ENSG00000240771,5929
ENSG00000240772,267
ENSG00000240774,356
ENSG00000240775,347
ENSG00000240776,494
ENSG00000240777,550
ENSG00000240785,751
ENSG00000240787,416
ENSG00000240790,492
ENSG00000240791,293
ENSG00000240792,1708
ENSG00000240793,383
ENSG00000240796,350
ENSG00000240801,371
ENSG00000240803,271
ENSG00000240804,839
ENSG00000240808,289
ENSG00000240809,1410
ENSG00000240813,474
ENSG00000240821,578
ENSG00000240823,274
ENSG00000240824,342
ENSG00000240827,553
ENSG00000240828,478
ENSG00000240833,846
ENSG00000240837,293
ENSG00000240842,502
ENSG00000240845,470
ENSG00000240846,318
ENSG00000240847,300
ENSG00000240849,12530
ENSG00000240853,299
ENSG00000240854,1309
ENSG00000240857,2293
ENSG00000240859,13525
ENSG00000240861,495
ENSG00000240863,268
ENSG00000240864,376
ENSG00000240868,468
ENSG00000240869,304
ENSG00000240870,573
ENSG00000240871,1412
ENSG00000240873,167
ENSG00000240874,428
ENSG00000240875,7779
ENSG00000240877,296
ENSG00000240881,880
ENSG00000240882,1226
ENSG00000240888,439
ENSG00000240889,1646
ENSG00000240890,2245
ENSG00000240891,9374
ENSG00000240893,2017
ENSG00000240895,797
