,exon_chrom_start
ENSG00000253643,24514786
ENSG00000184166,3104099
ENSG00000278711,126365344
ENSG00000104946,49877702
ENSG00000146263,97282987
ENSG00000276226,126411501
ENSG00000142163,3116427
ENSG00000228277,73710302
ENSG00000140478,75282835
ENSG00000183024,3126584
ENSG00000133056,204490068
ENSG00000242353,30368148
ENSG00000275517,11356302
ENSG00000069206,24440930
ENSG00000206357,31949269
ENSG00000262085,3153889
ENSG00000261848,3176876
ENSG00000243415,146064042
ENSG00000236017,1401769
ENSG00000267793,19598188
ENSG00000152952,146085169
ENSG00000154001,63542779
ENSG00000131002,19567313
ENSG00000115816,37231412
ENSG00000162695,100896076
ENSG00000169093,1452748
ENSG00000132522,7314959
ENSG00000166261,123741549
ENSG00000213150,110645699
ENSG00000217041,110700562
ENSG00000219150,110706716
ENSG00000125447,75261548
ENSG00000108826,50372871
ENSG00000269053,17419305
ENSG00000230086,40121311
ENSG00000235596,31510713
ENSG00000231623,31518863
ENSG00000128641,191245185
ENSG00000260773,66331410
ENSG00000264837,27057399
ENSG00000130758,40191426
ENSG00000265646,27082690
ENSG00000285822,27089545
ENSG00000173080,155941638
ENSG00000265246,27241613
ENSG00000239223,27274107
ENSG00000213664,27280482
ENSG00000224639,32058468
ENSG00000229856,32084376
ENSG00000253535,24387161
ENSG00000134028,24384285
ENSG00000183814,226309109
ENSG00000172150,3197519
ENSG00000174521,40217955
ENSG00000175066,142225309
ENSG00000164611,160421855
ENSG00000226841,31519466
ENSG00000230946,100941017
ENSG00000163081,222298147
ENSG00000229753,72741152
ENSG00000138778,103198264
ENSG00000254899,31537227
ENSG00000236862,72655832
ENSG00000254343,120052180
ENSG00000243468,71491682
ENSG00000179046,188105180
ENSG00000105219,40226375
ENSG00000135903,222298531
ENSG00000147133,71366264
ENSG00000228245,31533053
ENSG00000066735,104138723
ENSG00000267707,37243776
ENSG00000235439,31522045
ENSG00000028528,64094123
ENSG00000241352,12850982
ENSG00000234498,12875499
ENSG00000104960,49850735
ENSG00000158615,204409492
ENSG00000204954,103951262
ENSG00000074966,48134155
ENSG00000226330,204377850
ENSG00000237848,204394541
ENSG00000259365,101116603
ENSG00000259182,101168530
ENSG00000247473,3029394
ENSG00000110619,3057343
ENSG00000228883,31719614
ENSG00000120055,102451386
ENSG00000269609,102449816
ENSG00000205041,40274160
ENSG00000241011,188106558
ENSG00000105221,40285181
ENSG00000258913,104223584
ENSG00000288459,104293678
ENSG00000258598,104378881
ENSG00000214198,103882532
ENSG00000213159,104450979
ENSG00000174842,92298925
ENSG00000131873,101251137
ENSG00000283631,20317473
ENSG00000283400,20443326
ENSG00000276111,243256056
ENSG00000136273,47979468
ENSG00000013588,12891562
ENSG00000166598,103930107
ENSG00000138111,102461395
ENSG00000253406,149276690
ENSG00000240032,146068819
ENSG00000223978,24985201
ENSG00000224287,233868327
ENSG00000278197,25010543
ENSG00000279809,233865496
ENSG00000167113,128322839
ENSG00000122952,56361196
ENSG00000172146,3207539
ENSG00000273262,102483039
ENSG00000138107,102502600
ENSG00000235250,31931566
ENSG00000230075,31993399
ENSG00000255095,3235703
ENSG00000241253,31936032
ENSG00000235991,155137111
ENSG00000185515,155071420
ENSG00000115590,101991960
ENSG00000267882,47318502
ENSG00000231119,47352561
ENSG00000273451,47348137
ENSG00000257164,42646583
ENSG00000240759,42678873
ENSG00000258878,65234515
ENSG00000215041,7329031
ENSG00000214759,65268829
ENSG00000258613,65267579
ENSG00000258760,65302529
ENSG00000237234,112154765
ENSG00000275199,243843115
ENSG00000259078,65279267
ENSG00000257114,42692206
ENSG00000169429,73740569
ENSG00000271208,112234165
ENSG00000271272,42929848
ENSG00000257849,42966122
ENSG00000257373,42996183
ENSG00000257927,43054089
ENSG00000258331,43155315
ENSG00000279326,80972516
ENSG00000112769,112254459
ENSG00000226671,81191398
ENSG00000237896,81175508
ENSG00000241738,101357292
ENSG00000185915,21654690
ENSG00000235178,29005018
ENSG00000105583,12669354
ENSG00000230819,25018499
ENSG00000219776,131469059
ENSG00000231913,21421822
ENSG00000148090,91361628
ENSG00000185894,25052074
ENSG00000253522,160438594
ENSG00000257586,38996712
ENSG00000257237,39059778
ENSG00000249051,73777636
ENSG00000258144,39092826
ENSG00000256817,9155881
ENSG00000126838,9208259
ENSG00000285589,12681560
ENSG00000270718,39170646
ENSG00000149970,21372801
ENSG00000273595,106207394
ENSG00000231356,66360766
ENSG00000228296,25099732
ENSG00000221931,123753488
ENSG00000095059,12679457
ENSG00000213295,106247369
ENSG00000236379,25168599
ENSG00000226820,66437345
ENSG00000196099,123805335
ENSG00000274899,25174520
ENSG00000223641,25213320
ENSG00000263120,56982749
ENSG00000066382,30586042
ENSG00000224061,106253231
ENSG00000257327,103841451
ENSG00000227633,25266584
ENSG00000121064,56978131
ENSG00000235480,96532227
ENSG00000230353,106288803
ENSG00000233939,106304755
ENSG00000111291,12949490
ENSG00000228318,41445490
ENSG00000248377,134385197
ENSG00000225619,2319232
ENSG00000279115,25307729
ENSG00000227513,106344566
ENSG00000284600,1795525
ENSG00000157601,41420304
ENSG00000225764,190120964
ENSG00000233652,25388992
ENSG00000233944,25393154
ENSG00000228786,25394626
ENSG00000090530,190120252
ENSG00000013583,13000037
ENSG00000278710,54850411
ENSG00000229682,106368751
ENSG00000186487,2326036
ENSG00000280541,46151614
ENSG00000142449,8147314
ENSG00000281775,46142109
ENSG00000259037,104589625
ENSG00000137824,40754597
ENSG00000184601,104579684
ENSG00000256011,12962300
ENSG00000247498,12927726
ENSG00000228460,95007373
ENSG00000260863,95009674
ENSG00000237885,95031640
ENSG00000270713,38973399
ENSG00000214827,155070694
ENSG00000239480,102434714
ENSG00000262106,3265611
ENSG00000160991,102433106
ENSG00000233739,38073865
ENSG00000180090,3298283
ENSG00000100151,38056311
ENSG00000255480,30425552
ENSG00000285760,3311218
ENSG00000122484,92299059
ENSG00000180042,3385930
ENSG00000254489,30584130
ENSG00000267129,3377527
ENSG00000180068,3309986
ENSG00000221882,3276942
ENSG00000288258,155065486
ENSG00000250550,73847866
ENSG00000258986,104604437
ENSG00000124875,73836678
ENSG00000182712,155070694
ENSG00000169249,15790472
ENSG00000247130,188142928
ENSG00000184108,188139441
ENSG00000256427,9240406
ENSG00000237248,9240003
ENSG00000165030,91423640
ENSG00000269179,49958283
ENSG00000272295,31962758
ENSG00000231503,9239986
ENSG00000230077,189969030
ENSG00000256069,9234135
ENSG00000279602,43360041
ENSG00000231869,31874140
ENSG00000233081,91426238
ENSG00000188825,43388289
ENSG00000206366,31892217
ENSG00000214288,134437605
ENSG00000215120,71529516
ENSG00000100427,50085139
ENSG00000229601,71413834
ENSG00000161643,49969812
ENSG00000213018,71420083
ENSG00000267416,60079309
ENSG00000265453,27281094
ENSG00000261040,60088197
ENSG00000111605,69239569
ENSG00000160993,102464714
ENSG00000204394,31777936
ENSG00000106278,121873089
ENSG00000235486,106369724
ENSG00000223636,25431156
ENSG00000260197,19691941
ENSG00000286901,268727
ENSG00000180016,3397104
ENSG00000248905,33194578
ENSG00000287771,102037963
ENSG00000164744,47988788
ENSG00000159961,3411370
ENSG00000150628,176195345
ENSG00000280852,60101759
ENSG00000267295,60120371
ENSG00000127780,3432870
ENSG00000234920,31537227
ENSG00000265408,66942712
ENSG00000153165,106468217
ENSG00000172831,66934444
ENSG00000286435,60135039
ENSG00000267248,60135097
ENSG00000095564,91923770
ENSG00000187581,93347182
ENSG00000125457,75271144
ENSG00000278396,93334528
ENSG00000133958,93333219
ENSG00000119403,120894788
ENSG00000267095,60140006
ENSG00000277532,60125292
ENSG00000132005,14006103
ENSG00000267653,69501699
ENSG00000278972,69433084
ENSG00000108984,69414697
ENSG00000253687,160613873
ENSG00000236741,171762074
ENSG00000254391,160685351
ENSG00000118322,160684835
ENSG00000280268,3439923
ENSG00000240935,106382171
ENSG00000213440,44046807
ENSG00000112130,37353983
ENSG00000167723,3535573
ENSG00000160218,44012319
ENSG00000167114,128340646
ENSG00000175841,101521891
ENSG00000269242,12648175
ENSG00000196586,75749201
ENSG00000275091,14006422
ENSG00000285644,3057538
ENSG00000104774,12647233
ENSG00000188716,75058315
ENSG00000231508,97393197
ENSG00000231970,97401115
ENSG00000285810,75041876
ENSG00000187021,116590385
ENSG00000235892,66497748
ENSG00000243438,106315225
ENSG00000115232,181457202
ENSG00000254613,123841130
ENSG00000109272,73853296
ENSG00000254430,123861822
ENSG00000267052,106598754
ENSG00000204300,123885245
ENSG00000237882,75089248
ENSG00000286013,106624072
ENSG00000253276,106654360
ENSG00000261242,63543569
ENSG00000205767,63567958
ENSG00000259686,33012119
ENSG00000270878,63594031
ENSG00000259392,32836983
ENSG00000094755,170763350
ENSG00000279958,33105758
ENSG00000100908,24138959
ENSG00000163739,73869393
ENSG00000286076,106425278
ENSG00000243797,106732342
ENSG00000117118,17053948
ENSG00000131080,66638995
ENSG00000105053,50025267
ENSG00000237986,11105469
ENSG00000140006,63641804
ENSG00000172828,66961266
ENSG00000261192,57045478
ENSG00000132507,7306999
ENSG00000164093,110621599
ENSG00000099203,10836009
ENSG00000263004,57084840
ENSG00000258645,63601509
ENSG00000253417,160938454
ENSG00000258800,63598874
ENSG00000011638,21158377
ENSG00000181800,11319794
ENSG00000225048,29026690
ENSG00000228027,11010907
ENSG00000223551,128342153
ENSG00000229240,10951938
ENSG00000286302,169572328
ENSG00000172297,25454561
ENSG00000286565,152925233
ENSG00000157600,110002631
ENSG00000176407,84971093
ENSG00000284380,25464006
ENSG00000271236,40760597
ENSG00000238241,99417057
ENSG00000285448,99432387
ENSG00000111788,9277235
ENSG00000253175,94565036
ENSG00000287373,30773913
ENSG00000255525,31305685
ENSG00000253704,94553722
ENSG00000255370,31280672
ENSG00000079805,10718079
ENSG00000240450,25482908
ENSG00000125445,75261674
ENSG00000223771,29632655
ENSG00000233619,25487284
ENSG00000172294,25478269
ENSG00000239323,31462795
ENSG00000181518,123902167
ENSG00000239304,25486640
ENSG00000254190,94590115
ENSG00000127483,20787195
ENSG00000214943,31487897
ENSG00000254283,94594411
ENSG00000261437,94637285
ENSG00000092010,24136194
ENSG00000255753,9316021
ENSG00000170959,30925309
ENSG00000171014,123939543
ENSG00000248740,103256159
ENSG00000181499,123942785
ENSG00000256673,9414803
ENSG00000267184,69707193
ENSG00000227517,69577251
ENSG00000287577,9348030
ENSG00000224104,153144313
ENSG00000286911,9347028
ENSG00000260423,9367464
ENSG00000226280,67373573
ENSG00000087087,100875111
ENSG00000196248,123976661
ENSG00000285598,145296545
ENSG00000238077,190166764
ENSG00000198674,123994163
ENSG00000237560,69961674
ENSG00000229328,29044223
ENSG00000226461,124009655
ENSG00000233710,67533163
ENSG00000237608,29071832
ENSG00000229179,29076581
ENSG00000138115,95069235
ENSG00000254737,124012997
ENSG00000225736,29086315
ENSG00000158486,21159325
ENSG00000280416,66944660
ENSG00000282280,66270636
ENSG00000277844,66290635
ENSG00000163347,190321984
ENSG00000226192,29100958
ENSG00000107643,48306655
ENSG00000267603,70051277
ENSG00000188277,40769980
ENSG00000162746,161721563
ENSG00000153822,70053429
ENSG00000104129,40807369
ENSG00000236981,124023013
ENSG00000236587,31984198
ENSG00000112282,131628011
ENSG00000234560,124026798
ENSG00000258172,94276933
ENSG00000228267,31969570
ENSG00000287237,94262090
ENSG00000213250,94423744
ENSG00000227542,191245919
ENSG00000258365,94279765
ENSG00000229206,11030591
ENSG00000238087,166566178
ENSG00000230322,11171262
ENSG00000136040,94148577
ENSG00000182634,124040886
ENSG00000231496,10960148
ENSG00000237947,40714907
ENSG00000285583,12670676
ENSG00000260357,75302473
ENSG00000281998,36938396
ENSG00000228742,106774955
ENSG00000123154,12666807
ENSG00000249920,73938604
ENSG00000182934,126268688
ENSG00000250339,73944235
ENSG00000259790,75321397
ENSG00000228896,31951734
ENSG00000274015,63642143
ENSG00000163737,73981863
ENSG00000143590,155078837
ENSG00000132622,3732685
ENSG00000214293,77695896
ENSG00000230258,70128643
ENSG00000223658,43675151
ENSG00000229695,43680465
ENSG00000251246,155063748
ENSG00000152527,43637260
ENSG00000267365,70166961
ENSG00000261537,78994345
ENSG00000243364,155063740
ENSG00000123700,70168673
ENSG00000277954,79202624
ENSG00000126821,63727261
ENSG00000260694,79077911
ENSG00000280115,78872739
ENSG00000279887,78525189
ENSG00000267170,70241324
ENSG00000267109,70368816
ENSG00000186153,78099654
ENSG00000267471,70628917
ENSG00000108381,3472374
ENSG00000263331,21120758
ENSG00000164122,176268913
ENSG00000229866,29111900
ENSG00000227448,29124218
ENSG00000253348,170757861
ENSG00000236771,29137885
ENSG00000232945,29173317
ENSG00000213182,124054793
ENSG00000171136,14028148
ENSG00000228483,29181532
ENSG00000113946,190322541
ENSG00000267670,14031247
ENSG00000229441,29215281
ENSG00000224990,29229272
ENSG00000235273,29224018
ENSG00000280912,195658096
ENSG00000270828,145736911
ENSG00000233168,29263511
ENSG00000217612,145491767
ENSG00000280512,195658062
ENSG00000166140,40807086
ENSG00000186268,124093582
ENSG00000081721,161749758
ENSG00000250920,103558895
ENSG00000112425,145735198
ENSG00000215014,1574102
ENSG00000160075,1574478
ENSG00000141255,3471583
ENSG00000232876,135055033
ENSG00000251577,103548745
ENSG00000157734,64151715
ENSG00000249691,134510531
ENSG00000129055,134485320
ENSG00000112339,135054649
ENSG00000231817,46460945
ENSG00000234351,29268481
ENSG00000174173,101561868
ENSG00000169836,103719128
ENSG00000274481,1583510
ENSG00000261915,7319050
ENSG00000274577,36938617
ENSG00000243978,110358816
ENSG00000178464,12643275
ENSG00000269590,12669354
ENSG00000251571,103572089
ENSG00000166794,64162852
ENSG00000258035,94176381
ENSG00000143727,264140
ENSG00000259321,24139445
ENSG00000101935,110317599
ENSG00000005238,35115671
ENSG00000197798,126211782
ENSG00000173588,94331700
ENSG00000253740,100618581
ENSG00000227019,46460609
ENSG00000167632,140458281
ENSG00000277228,46474246
ENSG00000174226,100649449
ENSG00000205105,46490930
ENSG00000182923,134485721
ENSG00000230243,46505118
ENSG00000272078,10639241
ENSG00000282454,36944920
ENSG00000285576,46458061
ENSG00000130940,10796564
ENSG00000248980,176320145
ENSG00000129128,176319966
ENSG00000233801,31951546
ENSG00000204392,31806486
ENSG00000164776,56092836
ENSG00000228030,158719730
ENSG00000110675,107591091
ENSG00000276551,54387840
ENSG00000248480,176633164
ENSG00000150630,176792165
ENSG00000260816,78895361
ENSG00000133136,110346703
ENSG00000280274,79016136
ENSG00000224142,110306747
ENSG00000287106,78275441
ENSG00000260733,78506492
ENSG00000232469,29290747
ENSG00000281613,112236806
ENSG00000260511,79105957
ENSG00000226889,161765830
ENSG00000261837,78534374
ENSG00000280190,78890231
ENSG00000226440,112236093
ENSG00000285918,79211231
ENSG00000279129,78550739
ENSG00000237777,29306740
ENSG00000286894,78796176
ENSG00000276007,78123243
ENSG00000249519,110794403
ENSG00000260014,78355529
ENSG00000228197,29329677
ENSG00000279991,78166717
ENSG00000170271,154850483
ENSG00000216663,112325753
ENSG00000260479,79090050
ENSG00000251483,110945109
ENSG00000251258,112347330
ENSG00000243101,78825281
ENSG00000279732,78981722
ENSG00000160396,40389438
ENSG00000260969,78241198
ENSG00000248388,176669621
ENSG00000224735,53759026
ENSG00000226110,53768986
ENSG00000213181,124110849
ENSG00000229037,53807776
ENSG00000270661,112217640
ENSG00000235916,53825887
ENSG00000226691,32929849
ENSG00000224140,32088595
ENSG00000250263,176875702
ENSG00000198398,190449735
ENSG00000230742,29431793
ENSG00000249008,177248723
ENSG00000137106,37422666
ENSG00000229412,29439235
ENSG00000261244,77916522
ENSG00000230354,32089713
ENSG00000287544,177301047
ENSG00000260776,77915827
ENSG00000227446,29396471
ENSG00000249458,176875409
ENSG00000234347,29428149
ENSG00000153246,159944906
ENSG00000056558,120926550
ENSG00000270638,145735570
ENSG00000242022,29449886
ENSG00000271239,70778604
ENSG00000271101,71011997
ENSG00000105223,40348456
ENSG00000249103,29417201
ENSG00000260785,71202104
ENSG00000270562,71584943
ENSG00000254758,107643361
ENSG00000274387,71567863
ENSG00000255483,107600379
ENSG00000287434,60699729
ENSG00000285708,71754215
ENSG00000251303,60630514
ENSG00000287742,127408134
ENSG00000035499,60700046
ENSG00000113649,146447311
ENSG00000170290,107719616
ENSG00000239463,32982726
ENSG00000282522,16395246
ENSG00000225818,71596338
ENSG00000228118,71620978
ENSG00000286387,71743424
ENSG00000273807,16418201
ENSG00000111652,6724046
ENSG00000254702,107738064
ENSG00000283517,71871687
ENSG00000286986,5688805
ENSG00000261037,6019029
ENSG00000281422,22363371
ENSG00000281537,22374469
ENSG00000259861,6030035
ENSG00000281846,22403919
ENSG00000251235,76376675
ENSG00000102870,30787028
ENSG00000278429,22439593
ENSG00000141404,11689264
ENSG00000260840,85065895
ENSG00000137880,40764068
ENSG00000235463,85068809
ENSG00000168878,85668117
ENSG00000225787,85102389
ENSG00000278913,6134303
ENSG00000250730,6289857
ENSG00000250490,6337150
ENSG00000131732,81301590
ENSG00000228639,72030321
ENSG00000136883,114093886
ENSG00000237666,106477457
ENSG00000226101,72072333
ENSG00000260082,30821956
ENSG00000280700,22453604
ENSG00000197092,25501875
ENSG00000274678,30821338
ENSG00000129103,56064002
ENSG00000256124,72030291
ENSG00000274404,22461501
ENSG00000133398,6378362
ENSG00000253574,139911238
ENSG00000254126,106487364
ENSG00000274064,140039756
ENSG00000282164,140094894
ENSG00000125398,72121020
ENSG00000110074,126269055
ENSG00000250733,139931172
ENSG00000182287,15854688
ENSG00000234899,72057459
ENSG00000274679,46186667
ENSG00000287031,6378674
ENSG00000242386,32968986
ENSG00000126952,101857505
ENSG00000232001,106521563
ENSG00000231505,106537977
ENSG00000175471,94784828
ENSG00000280426,109997419
ENSG00000240652,107908420
ENSG00000110660,107858658
ENSG00000155508,154857553
ENSG00000136643,213051241
ENSG00000169071,91948607
ENSG00000125304,99446311
ENSG00000117115,17119280
ENSG00000286291,103871890
ENSG00000249614,103961616
ENSG00000236156,37434177
ENSG00000251312,111063583
ENSG00000241722,111551854
ENSG00000260601,12545482
ENSG00000261293,12095071
ENSG00000248656,111632173
ENSG00000259876,12557319
ENSG00000259899,12610738
ENSG00000224979,31873505
ENSG00000279495,105370418
ENSG00000260488,11977436
ENSG00000169083,67544021
ENSG00000048471,11976737
ENSG00000280670,45499532
ENSG00000236227,33002124
ENSG00000185024,105247071
ENSG00000035115,218746
ENSG00000161996,649311
ENSG00000215218,6448859
ENSG00000280734,99496709
ENSG00000109674,177309874
ENSG00000278635,9415641
ENSG00000229808,161890833
ENSG00000118217,161766320
ENSG00000280710,99498737
ENSG00000203441,99500395
ENSG00000228595,91611343
ENSG00000235583,25527649
ENSG00000275501,195720882
ENSG00000151413,31489956
ENSG00000214199,106697331
ENSG00000118520,131470832
ENSG00000237823,25565863
ENSG00000115718,127418427
ENSG00000081154,101574180
ENSG00000249084,177356995
ENSG00000198040,133037301
ENSG00000260723,12372812
ENSG00000196843,96536743
ENSG00000275650,54423352
ENSG00000261394,12372532
ENSG00000263843,75271369
ENSG00000250556,112068010
ENSG00000241641,12081237
ENSG00000249815,112072565
ENSG00000278979,12374355
ENSG00000250855,111802801
ENSG00000175604,12089769
ENSG00000248432,111809571
ENSG00000225366,110520312
ENSG00000242299,101576489
ENSG00000287685,110472692
ENSG00000257818,69284397
ENSG00000125454,75286633
ENSG00000105851,106865278
ENSG00000074370,3964174
ENSG00000137200,37433219
ENSG00000281289,46221787
ENSG00000278788,1156027
ENSG00000258196,31558418
ENSG00000257155,31561111
ENSG00000164746,48035511
ENSG00000281828,22486486
ENSG00000164967,34612064
ENSG00000001167,41072945
ENSG00000242553,37221419
ENSG00000230366,37208503
ENSG00000175166,184299198
ENSG00000226704,31881918
ENSG00000237348,33003767
ENSG00000235941,31882493
ENSG00000260083,30875222
ENSG00000157538,37228223
ENSG00000099385,30893853
ENSG00000224680,52368677
ENSG00000227528,60012734
ENSG00000232804,31894767
ENSG00000237581,233955036
ENSG00000236849,72874016
ENSG00000286059,233979905
ENSG00000232217,97986950
ENSG00000224472,31237108
ENSG00000279466,133073516
ENSG00000154889,11908201
ENSG00000144481,233917373
ENSG00000279817,133077762
ENSG00000249388,54082118
ENSG00000228042,110636841
ENSG00000065150,97953658
ENSG00000282528,16629420
ENSG00000250432,54125760
ENSG00000139734,60163587
ENSG00000043143,134524312
ENSG00000250307,112077598
ENSG00000232984,29457118
ENSG00000240459,112116510
ENSG00000258736,104655475
ENSG00000204362,17189783
ENSG00000282843,17201456
ENSG00000248265,54058254
ENSG00000243280,112171215
ENSG00000174749,112145454
ENSG00000257534,54164418
ENSG00000213676,32128117
ENSG00000260526,112229561
ENSG00000123415,54172791
ENSG00000228646,213428708
ENSG00000225233,213492288
ENSG00000282744,16746309
ENSG00000275137,54442569
ENSG00000281975,16848984
ENSG00000124701,41053304
ENSG00000258251,96060024
ENSG00000282713,17040606
ENSG00000100353,36529076
ENSG00000283422,96171827
ENSG00000112212,41042467
ENSG00000132763,45500300
ENSG00000162745,161983596
ENSG00000038002,177442249
ENSG00000269540,50058882
ENSG00000187098,69739435
ENSG00000269091,50050882
ENSG00000160392,40348437
ENSG00000108829,50385118
ENSG00000281753,46187390
ENSG00000274979,69326574
ENSG00000142528,50025714
ENSG00000262721,30894924
ENSG00000115221,160200003
ENSG00000117450,45521829
ENSG00000271230,6532891
ENSG00000124596,41071132
ENSG00000233989,29469715
ENSG00000281948,55773402
ENSG00000229889,29474955
ENSG00000154920,50373220
ENSG00000272948,37267784
ENSG00000224055,44063511
ENSG00000280787,22497423
ENSG00000171877,44194953
ENSG00000189362,190534559
ENSG00000145864,161546567
ENSG00000172977,65711996
ENSG00000103047,68843604
ENSG00000285524,153395484
ENSG00000234722,153413613
ENSG00000105700,18557870
ENSG00000235068,31248757
ENSG00000279759,40355842
ENSG00000117868,158829089
ENSG00000204389,31815543
ENSG00000239991,55175571
ENSG00000243572,55178172
ENSG00000253102,50396438
ENSG00000240708,55296200
ENSG00000105227,40403706
ENSG00000213149,110858239
ENSG00000204390,31814889
ENSG00000271607,110863860
ENSG00000236994,226318015
ENSG00000151690,190408355
ENSG00000275406,226333450
ENSG00000187049,61392587
ENSG00000204666,50050589
ENSG00000173250,146513103
ENSG00000267890,50075123
ENSG00000287001,50148133
ENSG00000229058,32220739
ENSG00000161652,50162963
ENSG00000266801,68933820
ENSG00000260999,68948209
ENSG00000271129,69026310
ENSG00000231852,32038327
ENSG00000244378,69033675
ENSG00000281356,22620283
ENSG00000225540,32112201
ENSG00000242568,55350855
ENSG00000237834,29653639
ENSG00000242775,55361719
ENSG00000227746,32091205
ENSG00000197019,40425867
ENSG00000282700,44679746
ENSG00000282077,44711032
ENSG00000230299,85262144
ENSG00000277453,40426115
ENSG00000231134,85186409
ENSG00000182271,30334000
ENSG00000152284,85133392
ENSG00000138660,112231787
ENSG00000268366,40443436
ENSG00000167565,40442327
ENSG00000272979,190454092
ENSG00000249545,94979151
ENSG00000228515,29486696
ENSG00000133302,94618669
ENSG00000227818,162039016
ENSG00000223769,29489201
ENSG00000232356,29497439
ENSG00000198937,37499822
ENSG00000090013,40465610
ENSG00000223923,217978707
ENSG00000248576,54163139
ENSG00000164284,149345430
ENSG00000287016,56361479
ENSG00000250742,54126098
ENSG00000235810,57513157
ENSG00000255823,10507894
ENSG00000260470,54145069
ENSG00000250654,54081740
ENSG00000224446,29529354
ENSG00000079308,218010100
ENSG00000223841,57955295
ENSG00000262528,655549
ENSG00000270192,57982285
ENSG00000232115,58106423
ENSG00000251170,104230380
ENSG00000233489,153449429
ENSG00000287744,153748601
ENSG00000204110,37507348
ENSG00000145863,161547063
ENSG00000274834,12614451
ENSG00000246575,85315041
ENSG00000175785,93788410
ENSG00000135605,48269752
ENSG00000172497,81393988
ENSG00000261158,12759282
ENSG00000253618,149357525
ENSG00000103381,12803707
ENSG00000145882,149358046
ENSG00000021574,32063547
ENSG00000272567,112272968
ENSG00000260378,12745873
ENSG00000243806,94825961
ENSG00000249175,94788789
ENSG00000233151,31986739
ENSG00000241932,12881170
ENSG00000213938,199659551
ENSG00000005249,107044705
ENSG00000111145,96194375
ENSG00000161036,102464984
ENSG00000238217,199608068
ENSG00000253403,161689260
ENSG00000180229,20453840
ENSG00000228205,184149704
ENSG00000268030,18561429
ENSG00000268983,18569230
ENSG00000145191,184135038
ENSG00000072080,234050679
ENSG00000263089,57092145
ENSG00000177885,75321659
ENSG00000121057,57085092
ENSG00000287454,96235422
ENSG00000010165,171781664
ENSG00000258082,234980656
ENSG00000258177,96223545
ENSG00000225274,29537638
ENSG00000280587,235074103
ENSG00000243193,107079466
ENSG00000227973,43875849
ENSG00000185607,43989061
ENSG00000233018,235097187
ENSG00000227920,37545145
ENSG00000273416,235104180
ENSG00000229559,37546427
ENSG00000173726,235128595
ENSG00000160460,40466241
ENSG00000114251,55489837
ENSG00000243129,13021260
ENSG00000183935,13000420
ENSG00000237725,29553169
ENSG00000255621,13000451
ENSG00000089157,120201083
ENSG00000110315,10541122
ENSG00000163736,73987956
ENSG00000101938,110795686
ENSG00000105357,50188186
ENSG00000283546,21131496
ENSG00000283380,21082811
ENSG00000287037,73997933
ENSG00000163735,73998473
ENSG00000109861,88337501
ENSG00000108846,50634777
ENSG00000258778,63734697
ENSG00000229453,48328275
ENSG00000244586,55487699
ENSG00000163734,74038512
ENSG00000168795,37465215
ENSG00000180221,58212541
ENSG00000151151,58267422
ENSG00000253301,57142689
ENSG00000198832,31119883
ENSG00000248848,74054038
ENSG00000005075,102478808
ENSG00000187988,37477149
ENSG00000288019,74076533
ENSG00000251017,74085995
ENSG00000081041,74099021
ENSG00000253865,149372174
ENSG00000127743,149374291
ENSG00000233323,31993447
ENSG00000286974,32108406
ENSG00000284829,32117587
ENSG00000184887,105248538
ENSG00000168477,32109181
ENSG00000251441,112356135
ENSG00000219773,112355841
ENSG00000145365,112285640
ENSG00000215807,112361437
ENSG00000217770,112365704
ENSG00000279218,234082259
ENSG00000286914,112396277
ENSG00000226442,234109081
ENSG00000265987,75344405
ENSG00000251473,105102891
ENSG00000167434,60149973
ENSG00000265342,75394123
ENSG00000232299,112481528
ENSG00000245384,104490965
ENSG00000228007,75338827
ENSG00000251142,57240057
ENSG00000261298,234222838
ENSG00000264853,75370947
ENSG00000237784,234329483
ENSG00000225580,112616703
ENSG00000288040,234355984
ENSG00000271498,112825939
ENSG00000250670,104556960
ENSG00000288560,112988311
ENSG00000073331,112285509
ENSG00000218490,113010937
ENSG00000276992,104996900
ENSG00000244470,104886118
ENSG00000228162,234438328
ENSG00000248373,104907357
ENSG00000164049,48372219
ENSG00000079393,75099429
ENSG00000232690,234455504
ENSG00000231682,234454485
ENSG00000235573,31113017
ENSG00000287728,113129707
ENSG00000213060,171803517
ENSG00000216904,113222166
ENSG00000223811,113367874
ENSG00000242085,105374618
ENSG00000248242,104966608
ENSG00000278012,31970181
ENSG00000188042,234496012
ENSG00000168772,104494701
ENSG00000233890,31152269
ENSG00000124602,41034690
ENSG00000260903,31968151
ENSG00000179364,105300563
ENSG00000285155,160271720
ENSG00000152291,85327917
ENSG00000232316,113433337
ENSG00000280429,15790975
ENSG00000285373,160271720
ENSG00000234798,31964583
ENSG00000177112,10541263
ENSG00000236347,113531118
ENSG00000072864,15643267
ENSG00000218208,113581501
ENSG00000280744,234682668
ENSG00000278593,234744705
ENSG00000279593,93895762
ENSG00000230943,113650015
ENSG00000231829,95111610
ENSG00000226239,32030982
ENSG00000235726,234900567
ENSG00000140067,93918894
ENSG00000161912,41101022
ENSG00000104998,14031762
ENSG00000229211,31220519
ENSG00000214646,77942675
ENSG00000234728,31901630
ENSG00000072952,10693536
ENSG00000254095,31339197
ENSG00000231912,113837309
ENSG00000219758,113839279
ENSG00000261403,77963354
