,exon_chrom_end
ENSG00000232473,30354532
ENSG00000282540,28879689
ENSG00000229651,30405222
ENSG00000178445,6645729
ENSG00000229782,4499674
ENSG00000274382,177996421
ENSG00000282072,28905656
ENSG00000236091,134949655
ENSG00000236263,155213819
ENSG00000282198,28930991
ENSG00000231929,134962305
ENSG00000238272,173555318
ENSG00000282655,28931486
ENSG00000231064,155195368
ENSG00000232113,173635845
ENSG00000184785,134992473
ENSG00000282648,28929852
ENSG00000238039,149526264
ENSG00000183831,173669851
ENSG00000224902,49580056
ENSG00000241489,149540926
ENSG00000007520,1351878
ENSG00000285777,173669837
ENSG00000169231,155196442
ENSG00000102316,54807802
ENSG00000117090,160647044
ENSG00000287697,174999623
ENSG00000205777,49599127
ENSG00000116161,174999689
ENSG00000272033,167381000
ENSG00000278216,68834168
ENSG00000160282,46137334
ENSG00000147010,19887600
ENSG00000197620,149540455
ENSG00000143190,167220958
ENSG00000281510,68858370
ENSG00000280504,68870910
ENSG00000280525,68880086
ENSG00000214447,44899859
ENSG00000236362,49560949
ENSG00000171456,32358832
ENSG00000007516,1333749
ENSG00000131095,44915500
ENSG00000120333,175014824
ENSG00000141959,44300190
ENSG00000281019,997308
ENSG00000281521,1006623
ENSG00000213958,181962478
ENSG00000231373,77456522
ENSG00000275173,37802788
ENSG00000150722,181954634
ENSG00000156049,77648322
ENSG00000276715,37855212
ENSG00000273513,37924570
ENSG00000214263,67267706
ENSG00000238249,8894151
ENSG00000230040,67372470
ENSG00000228248,77580628
ENSG00000260686,122834533
ENSG00000250229,113840167
ENSG00000287876,67787804
ENSG00000271287,67790794
ENSG00000227969,67832827
ENSG00000249304,113943503
ENSG00000099864,709151
ENSG00000231667,67903221
ENSG00000180801,113979647
ENSG00000226537,67911951
ENSG00000189064,49589603
ENSG00000235692,33459963
ENSG00000101004,25585531
ENSG00000216649,49551396
ENSG00000275637,54906263
ENSG00000248716,114103980
ENSG00000010404,149505306
ENSG00000156052,78031811
ENSG00000223766,30602086
ENSG00000236222,33450870
ENSG00000215269,49570507
ENSG00000232143,30601810
ENSG00000232208,8907744
ENSG00000286820,68026046
ENSG00000234765,68291280
ENSG00000232663,8909904
ENSG00000242222,135926167
ENSG00000241905,135959590
ENSG00000229910,68303302
ENSG00000186496,35377337
ENSG00000236433,68331613
ENSG00000235381,155256724
ENSG00000185056,173973890
ENSG00000233217,200917547
ENSG00000213079,154733930
ENSG00000228736,33467446
ENSG00000170191,25624014
ENSG00000268864,53603497
ENSG00000171495,41000068
ENSG00000239683,35384025
ENSG00000253109,174040240
ENSG00000275512,35406528
ENSG00000233316,38206360
ENSG00000197748,104232364
ENSG00000269608,53617254
ENSG00000265971,63455231
ENSG00000255081,75914588
ENSG00000255507,75814576
ENSG00000204595,53632134
ENSG00000270347,53658462
ENSG00000255255,75911628
ENSG00000269842,53764199
ENSG00000254915,75942435
ENSG00000237371,64056877
ENSG00000255421,76137731
ENSG00000237589,53768553
ENSG00000229000,53773280
ENSG00000157551,38155852
ENSG00000198382,75815524
ENSG00000238150,53775882
ENSG00000254011,174173323
ENSG00000170091,174045843
ENSG00000225193,90206967
ENSG00000153391,35497933
ENSG00000269877,53788169
ENSG00000185033,90160700
ENSG00000269564,53789168
ENSG00000176289,149525076
ENSG00000086102,33290597
ENSG00000266088,40517049
ENSG00000142405,53824314
ENSG00000283293,52995948
ENSG00000227330,18114904
ENSG00000279074,35483667
ENSG00000267140,35497940
ENSG00000154645,17901424
ENSG00000267583,35466752
ENSG00000276920,1009082
ENSG00000198054,38121601
ENSG00000287546,106754045
ENSG00000131686,8945965
ENSG00000278698,106774279
ENSG00000174408,106864286
ENSG00000278474,54880598
ENSG00000277863,106904099
ENSG00000279157,106942561
ENSG00000285643,106961392
ENSG00000057468,75797229
ENSG00000226879,33057798
ENSG00000229685,33058648
ENSG00000226012,38238201
ENSG00000237158,6569360
ENSG00000174607,114598974
ENSG00000231123,38238664
ENSG00000270835,38206080
ENSG00000214141,37777261
ENSG00000275496,6267304
ENSG00000227416,37782885
ENSG00000286761,151886239
ENSG00000167131,44899530
ENSG00000230405,68634486
ENSG00000249708,151891263
ENSG00000229824,68655050
ENSG00000185090,37794732
ENSG00000117091,160711822
ENSG00000111834,116617309
ENSG00000237710,33058873
ENSG00000139517,27620529
ENSG00000280019,6276532
ENSG00000086991,89491131
ENSG00000260647,18268828
ENSG00000233728,37800879
ENSG00000278345,54814952
ENSG00000235101,160670979
ENSG00000228863,160671499
ENSG00000106331,127615726
ENSG00000276044,54833955
ENSG00000260943,40142876
ENSG00000274512,37989048
ENSG00000153975,116646258
ENSG00000256250,130810887
ENSG00000102128,102938300
ENSG00000256299,130812622
ENSG00000253244,174056585
ENSG00000111450,130839266
ENSG00000234050,102940561
ENSG00000253447,174086559
ENSG00000286846,102949356
ENSG00000110697,67504369
ENSG00000228979,63472093
ENSG00000281603,195708268
ENSG00000249722,174329670
ENSG00000119688,74302934
ENSG00000183876,150302905
ENSG00000103154,83968849
ENSG00000281308,68892380
ENSG00000280621,187014215
ENSG00000264538,30709811
ENSG00000171163,248858713
ENSG00000277078,54863082
ENSG00000275659,54846800
ENSG00000225342,40223803
ENSG00000223914,40156343
ENSG00000229899,40286662
ENSG00000266490,30792833
ENSG00000279337,30725181
ENSG00000280580,68878468
ENSG00000265443,30727564
ENSG00000281778,68885325
ENSG00000276250,30804077
ENSG00000265791,30782221
ENSG00000285923,108661843
ENSG00000280069,30740275
ENSG00000237338,46151759
ENSG00000232380,68986064
ENSG00000263603,30730227
ENSG00000225501,69102056
ENSG00000212747,135022542
ENSG00000176390,30784413
ENSG00000235221,69222448
ENSG00000188906,40196773
ENSG00000274419,38004131
ENSG00000065609,83707957
ENSG00000230048,31759475
ENSG00000275080,54798443
ENSG00000126353,40565472
ENSG00000089289,70134135
ENSG00000278299,38068592
ENSG00000272564,85904727
ENSG00000232504,85889803
ENSG00000224632,103008072
ENSG00000224640,69408735
ENSG00000261265,57529009
ENSG00000261489,57478329
ENSG00000133169,103064171
ENSG00000103241,86511548
ENSG00000128849,57376270
ENSG00000168564,183445069
ENSG00000274615,38078346
ENSG00000274451,155005318
ENSG00000267063,2858716
ENSG00000275059,54783611
ENSG00000186300,2841575
ENSG00000171217,155264288
ENSG00000278599,38128066
ENSG00000134590,135033546
ENSG00000274563,54766628
ENSG00000218757,154845620
ENSG00000182333,88664491
ENSG00000224510,48134534
ENSG00000196141,200306160
ENSG00000029639,155314484
ENSG00000213434,183484185
ENSG00000203588,70165206
ENSG00000232648,183504494
ENSG00000220925,70149654
ENSG00000236873,32240124
ENSG00000285792,84042109
ENSG00000163359,237330180
ENSG00000166558,84016756
ENSG00000276495,29060155
ENSG00000257470,97024120
ENSG00000124343,2752335
ENSG00000258131,96985694
ENSG00000286434,97160538
ENSG00000278383,25681246
ENSG00000279190,97154627
ENSG00000213742,25624135
ENSG00000279753,1039064
ENSG00000213856,49633349
ENSG00000143341,185735047
ENSG00000227391,49668680
ENSG00000287766,2863016
ENSG00000064666,1026724
ENSG00000220483,65789287
ENSG00000233859,65838039
ENSG00000218890,66094909
ENSG00000136156,48232698
ENSG00000270521,66710827
ENSG00000130684,25686957
ENSG00000274611,38192541
ENSG00000271111,67457250
ENSG00000172000,2867424
ENSG00000236542,25670386
ENSG00000274487,38257192
ENSG00000197241,9026345
ENSG00000099812,751171
ENSG00000267398,2875592
ENSG00000270509,67934682
ENSG00000228323,53869107
ENSG00000227706,67889156
ENSG00000272473,781862
ENSG00000234096,29657413
ENSG00000279235,78906809
ENSG00000179820,53864891
ENSG00000146426,154833409
ENSG00000278845,38297249
ENSG00000229054,33036382
ENSG00000287557,67889107
ENSG00000286680,67884060
ENSG00000122643,33040900
ENSG00000266938,2897222
ENSG00000285838,68040598
ENSG00000223504,68055435
ENSG00000181101,175045648
ENSG00000226497,68329899
ENSG00000267530,783330
ENSG00000286564,68223767
ENSG00000224691,186177302
ENSG00000279775,40598585
ENSG00000249818,151928710
ENSG00000248991,151919532
ENSG00000168556,183505367
ENSG00000232220,53876049
ENSG00000257920,97276209
ENSG00000128159,50245023
ENSG00000272744,183517527
ENSG00000280521,195658165
ENSG00000231473,48303661
ENSG00000249306,174336576
ENSG00000277753,195724834
ENSG00000144837,119597986
ENSG00000213376,174514307
ENSG00000250215,114714920
ENSG00000126583,53879380
ENSG00000249031,174562063
ENSG00000233457,78151193
ENSG00000250256,174618353
ENSG00000226938,53349233
ENSG00000248929,174633209
ENSG00000285954,53344146
ENSG00000233947,78179512
ENSG00000182768,90266398
ENSG00000228781,78180693
ENSG00000120149,174725038
ENSG00000275730,54671266
ENSG00000230138,53368123
ENSG00000234819,78219357
ENSG00000183208,90234596
ENSG00000236253,53439975
ENSG00000241991,62562216
ENSG00000112144,53061770
ENSG00000183574,32136259
ENSG00000115942,200963660
ENSG00000236649,32220642
ENSG00000077279,111412192
ENSG00000068796,62306536
ENSG00000271396,90285580
ENSG00000275674,90266398
ENSG00000169288,77862879
ENSG00000214433,90292146
ENSG00000138653,115113620
ENSG00000261147,90249808
ENSG00000284626,90234292
ENSG00000275345,90282270
ENSG00000228998,90275716
ENSG00000213471,90249808
ENSG00000105605,53909517
ENSG00000270322,90282031
ENSG00000185043,90233941
ENSG00000225695,201064051
ENSG00000240790,127652012
ENSG00000183308,200963630
ENSG00000288527,53441346
ENSG00000119013,201071697
ENSG00000251308,115143303
ENSG00000250693,115629707
ENSG00000250214,77864804
ENSG00000143006,53460030
ENSG00000226933,46024156
ENSG00000233684,318063
ENSG00000173578,46027742
ENSG00000236856,388597
ENSG00000226277,421161
ENSG00000248488,115764819
ENSG00000250363,115921978
ENSG00000284452,495938
ENSG00000223985,492655
ENSG00000250442,116044045
ENSG00000288088,68576191
ENSG00000250627,116194751
ENSG00000249259,116297160
ENSG00000225942,546036
ENSG00000218834,68598393
ENSG00000155744,201071669
ENSG00000230910,68635161
ENSG00000270394,116300320
ENSG00000198822,86644872
ENSG00000250272,116379269
ENSG00000142408,53963425
ENSG00000253392,2926807
ENSG00000159640,63477343
ENSG00000171970,2901048
ENSG00000130433,53993208
ENSG00000286720,151988945
ENSG00000286066,151991925
ENSG00000112146,53052033
ENSG00000251249,151956256
ENSG00000188620,123136450
ENSG00000197157,127652451
ENSG00000233073,86786592
ENSG00000226658,201067191
ENSG00000231255,86776022
ENSG00000215448,47860672
ENSG00000135469,56267252
ENSG00000234967,47950924
ENSG00000276206,54031504
ENSG00000229515,46143677
ENSG00000268942,62512482
ENSG00000276482,1111210
ENSG00000228503,47958136
ENSG00000186105,62578935
ENSG00000225605,75932616
ENSG00000237423,47990110
ENSG00000258559,74294425
ENSG00000229522,47983521
ENSG00000218732,72317436
ENSG00000249996,123036626
ENSG00000163743,75514685
ENSG00000287443,47974331
ENSG00000189068,54058423
ENSG00000115128,24076326
ENSG00000064652,122843615
ENSG00000086200,62404103
ENSG00000037042,42659552
ENSG00000163823,46208313
ENSG00000183625,46163862
ENSG00000243323,202168107
ENSG00000154007,75932404
ENSG00000099840,2097162
ENSG00000238056,32216862
ENSG00000236369,30457142
ENSG00000188816,123148646
ENSG00000231157,30460532
ENSG00000245954,152090582
ENSG00000227652,30476833
ENSG00000240579,127858488
ENSG00000232314,69895085
ENSG00000230772,25735093
ENSG00000279078,128000077
ENSG00000226465,25697095
ENSG00000230223,70107741
ENSG00000128594,128031437
ENSG00000287817,31491022
ENSG00000287504,152116497
ENSG00000229169,31538589
ENSG00000253944,17801742
ENSG00000240591,31454423
ENSG00000250706,152178573
ENSG00000253671,17809687
ENSG00000150361,70108452
ENSG00000138823,99563931
ENSG00000242052,119636150
ENSG00000214093,31559939
ENSG00000245910,66925541
ENSG00000248139,116430892
ENSG00000251377,152225870
ENSG00000240389,32231665
ENSG00000288582,191733518
ENSG00000258260,56270104
ENSG00000173559,191678241
ENSG00000271882,101208558
ENSG00000174332,53734204
ENSG00000253942,101224573
ENSG00000275048,25783919
ENSG00000175170,25868150
ENSG00000253679,101262903
ENSG00000115268,1438428
ENSG00000287479,101280835
ENSG00000253282,101287503
ENSG00000254571,99929896
ENSG00000198089,31488783
ENSG00000234876,32231740
ENSG00000223716,38360514
ENSG00000271560,101337649
ENSG00000136874,99906706
ENSG00000168938,123036725
ENSG00000178460,66870831
ENSG00000288330,70139431
ENSG00000228224,101362078
ENSG00000254063,101367005
ENSG00000250791,116515146
ENSG00000171853,3379839
ENSG00000274707,54755131
ENSG00000137124,38392807
ENSG00000213493,116599611
ENSG00000287845,116719669
ENSG00000287520,116739945
ENSG00000253644,101393246
ENSG00000254084,101452452
ENSG00000286637,116754566
ENSG00000274973,25845862
ENSG00000287290,116952699
ENSG00000250090,25836832
ENSG00000275387,54842134
ENSG00000271053,116858973
ENSG00000279709,6309304
ENSG00000174599,117085576
ENSG00000278903,6318604
ENSG00000278369,54738594
ENSG00000264813,63485066
ENSG00000086189,62403929
ENSG00000141429,35581303
ENSG00000249410,55552554
ENSG00000253991,101529569
ENSG00000148834,104235436
ENSG00000276473,61240331
ENSG00000224353,63507112
ENSG00000234508,32200538
ENSG00000254024,101492499
ENSG00000259616,61635449
ENSG00000259530,61598601
ENSG00000083307,101492586
ENSG00000251670,174751353
ENSG00000251144,174820110
ENSG00000270020,86523897
ENSG00000271195,61675212
ENSG00000259675,61653201
ENSG00000286964,135038178
ENSG00000243697,86526252
ENSG00000249403,174986406
ENSG00000277596,54727910
ENSG00000204754,174995513
ENSG00000248293,174926717
ENSG00000172081,2085328
ENSG00000203950,135052090
ENSG00000251122,174923945
ENSG00000248355,175290877
ENSG00000116852,201009488
ENSG00000223809,135123604
ENSG00000234228,135076597
ENSG00000259541,120265932
ENSG00000196972,135098712
ENSG00000228372,135059734
ENSG00000137709,120236707
ENSG00000181035,19064115
ENSG00000224107,135119746
ENSG00000248385,54076545
ENSG00000253153,101562488
ENSG00000173575,92900824
ENSG00000220924,112685503
ENSG00000250046,112706810
ENSG00000248633,112693792
ENSG00000171345,41528308
ENSG00000225234,3482409
ENSG00000286179,48022237
ENSG00000137142,38424454
ENSG00000197982,37808732
ENSG00000287335,48025265
ENSG00000248676,99625913
ENSG00000276923,48074188
ENSG00000167258,39463117
ENSG00000266965,35597599
ENSG00000287107,48120422
ENSG00000228593,25919681
ENSG00000241002,112739106
ENSG00000288083,48275392
ENSG00000241741,112788878
ENSG00000145331,99564017
ENSG00000196449,37808208
ENSG00000170909,54100792
ENSG00000228130,29635872
ENSG00000236447,81992481
ENSG00000226629,41554495
ENSG00000240436,62576271
ENSG00000286063,48367976
ENSG00000186468,82278368
ENSG00000235621,48360150
ENSG00000253215,17882190
ENSG00000171403,41572059
ENSG00000180611,192917856
ENSG00000254054,17905855
ENSG00000104760,17910365
ENSG00000237295,32333913
ENSG00000248926,77958780
ENSG00000236736,46311922
ENSG00000248956,77964511
ENSG00000232106,32379321
ENSG00000248640,77988813
ENSG00000116785,196774944
ENSG00000223605,117250188
ENSG00000227761,31633950
ENSG00000248128,78003439
ENSG00000176007,38527912
ENSG00000283162,38433751
ENSG00000152348,81972306
ENSG00000121807,46354177
ENSG00000272904,38568422
ENSG00000180071,38595509
ENSG00000249072,78008688
ENSG00000115129,24085215
ENSG00000223552,46407059
ENSG00000228358,117360809
ENSG00000160791,46370988
ENSG00000236874,48384895
ENSG00000274261,48407404
ENSG00000225345,38568009
ENSG00000224507,32398140
ENSG00000215165,38479350
ENSG00000272934,38543215
ENSG00000225254,38454070
ENSG00000118257,205683363
ENSG00000174796,75513998
ENSG00000229511,38488338
ENSG00000283486,38545372
ENSG00000274843,195724272
ENSG00000224242,32414522
ENSG00000236703,135195995
ENSG00000251495,82010094
ENSG00000251374,82265259
ENSG00000248192,82073702
ENSG00000237487,38505482
ENSG00000237684,117414279
ENSG00000204860,38620594
ENSG00000224932,117360639
ENSG00000153922,98928957
ENSG00000226203,25955869
ENSG00000280909,195658165
ENSG00000273036,38542792
ENSG00000269967,31921841
ENSG00000213492,117576174
ENSG00000234123,14574792
ENSG00000228634,31933210
ENSG00000243085,38527032
ENSG00000286269,117657312
ENSG00000283392,14602257
ENSG00000234794,32446640
ENSG00000236922,117406365
ENSG00000184007,31919483
ENSG00000235629,14649432
ENSG00000250500,112798691
ENSG00000219626,24076615
ENSG00000164610,33109404
ENSG00000186184,27621104
ENSG00000152253,168889293
ENSG00000273822,195789161
ENSG00000159588,45624001
ENSG00000176732,24123334
ENSG00000257354,62602835
ENSG00000276582,168953422
ENSG00000267397,35717978
ENSG00000221949,62603690
ENSG00000267797,35842617
ENSG00000232705,32480224
ENSG00000267627,35965840
ENSG00000275180,62604399
ENSG00000235228,32492557
ENSG00000226227,32523549
ENSG00000223754,24201698
ENSG00000174697,128241306
ENSG00000073803,185283027
ENSG00000276087,24124460
ENSG00000172292,168456618
ENSG00000227357,32557561
ENSG00000272915,128264889
ENSG00000232642,24174820
ENSG00000060656,29323788
ENSG00000186847,41586895
ENSG00000186453,24175174
ENSG00000182552,183659185
ENSG00000278986,35973916
ENSG00000141428,35972805
ENSG00000065621,104269269
ENSG00000229252,30479834
ENSG00000273552,27680581
ENSG00000233697,32591752
ENSG00000226703,27697204
ENSG00000236924,6646085
ENSG00000235324,32622868
ENSG00000186832,41612767
ENSG00000270302,152309983
ENSG00000231381,6670008
ENSG00000235116,32624782
ENSG00000270883,152318364
ENSG00000118513,135181536
ENSG00000229057,6662810
ENSG00000227099,32646281
ENSG00000233971,71984434
ENSG00000160284,46184476
ENSG00000152254,168901549
ENSG00000238101,32631068
ENSG00000232946,6675614
ENSG00000228080,32685299
ENSG00000229611,6704366
ENSG00000203620,31855568
ENSG00000281365,48471486
ENSG00000281460,48477553
ENSG00000235673,37841676
ENSG00000188786,37859592
ENSG00000281806,746093
ENSG00000121797,46407502
ENSG00000280538,754224
ENSG00000241941,62659225
ENSG00000111110,62935150
ENSG00000152977,147393942
ENSG00000281362,859032
ENSG00000281213,241971281
ENSG00000138495,119676922
ENSG00000281099,242006013
ENSG00000281268,242031170
ENSG00000280943,242089153
ENSG00000228380,208269957
ENSG00000281519,242100042
ENSG00000163072,168801203
ENSG00000272888,92819998
ENSG00000115020,208271691
ENSG00000283646,46423591
ENSG00000281078,90220962
ENSG00000241202,147387099
ENSG00000287569,26011243
ENSG00000174963,147406860
ENSG00000231081,26010531
ENSG00000125804,26055085
ENSG00000213352,62756233
ENSG00000121577,119642552
ENSG00000213689,48465938
ENSG00000279765,92883543
ENSG00000148841,104338465
ENSG00000255931,61496679
ENSG00000185721,31399725
ENSG00000164053,48451899
ENSG00000160285,46228822
ENSG00000163900,185499035
ENSG00000230399,118634218
ENSG00000204950,61511018
ENSG00000287779,104313479
ENSG00000228261,104323570
ENSG00000147251,118496073
ENSG00000237557,38643768
ENSG00000270075,104312227
ENSG00000170906,54102888
ENSG00000284612,38650348
ENSG00000286584,119666438
ENSG00000068137,42669698
ENSG00000230027,76041898
ENSG00000283329,38720428
ENSG00000104738,47967485
ENSG00000224972,6902752
ENSG00000255794,97430972
ENSG00000228467,38804108
ENSG00000204556,26018912
ENSG00000225935,107643023
ENSG00000277508,26072351
ENSG00000229638,185418778
ENSG00000287838,38949849
ENSG00000107077,6720997
ENSG00000259284,61730004
ENSG00000058804,53838296
ENSG00000003137,72148038
ENSG00000282703,4328340
ENSG00000142583,9058250
ENSG00000233705,107661858
ENSG00000282725,4360442
ENSG00000233733,31521592
ENSG00000091137,107660855
ENSG00000287030,76600644
ENSG00000231233,104353575
ENSG00000257526,76562358
ENSG00000213272,76600470
ENSG00000184708,31488745
ENSG00000116586,156054957
ENSG00000242389,21918042
ENSG00000237017,54125343
ENSG00000120051,104353906
ENSG00000223905,76354246
ENSG00000184005,76074884
ENSG00000105619,54115675
ENSG00000271142,76620043
ENSG00000139239,62965969
ENSG00000257779,63002795
ENSG00000243071,76660884
ENSG00000241045,76722286
ENSG00000250517,63004694
ENSG00000258090,76757914
ENSG00000272855,76637339
ENSG00000257235,63006541
ENSG00000226415,76700538
ENSG00000225768,104480274
ENSG00000237552,76779267
ENSG00000237761,104567023
ENSG00000234680,39017037
ENSG00000169756,108670847
ENSG00000169840,27793102
ENSG00000233426,58252525
ENSG00000257664,63055765
ENSG00000247381,27917298
ENSG00000225226,58276182
ENSG00000132698,156061443
ENSG00000105618,54118455
ENSG00000234709,99999069
ENSG00000279444,63151092
ENSG00000023318,100099000
ENSG00000166148,63151201
ENSG00000227444,21919328
ENSG00000229565,117834486
ENSG00000173947,111346671
ENSG00000196911,116692156
ENSG00000279798,97563971
ENSG00000139515,27920544
ENSG00000281759,90245798
ENSG00000275777,90259591
ENSG00000197429,45750650
ENSG00000280768,90340547
ENSG00000280572,90347042
ENSG00000167797,67508162
ENSG00000280569,90390015
ENSG00000280491,90397682
ENSG00000226092,21937150
ENSG00000275984,54679478
ENSG00000106344,128343908
ENSG00000237968,21940343
ENSG00000231159,21972419
ENSG00000232475,22049347
ENSG00000229553,22058113
ENSG00000134058,69258153
ENSG00000234329,45651826
ENSG00000228850,22065712
ENSG00000262171,15885074
ENSG00000232029,22069151
ENSG00000133393,15884205
ENSG00000159592,45688113
ENSG00000234020,111367409
ENSG00000228404,46185187
ENSG00000230581,6835577
ENSG00000180389,27945415
ENSG00000223901,46220477
ENSG00000256968,6748981
ENSG00000260704,27955370
ENSG00000231108,6735076
ENSG00000225489,6718981
ENSG00000232582,135135770
ENSG00000169807,22096007
ENSG00000117069,76995520
ENSG00000169551,135171398
ENSG00000227617,168774951
ENSG00000165556,27967325
ENSG00000236491,135194679
ENSG00000228922,135201875
ENSG00000232130,193176864
ENSG00000154781,14654530
ENSG00000269833,135237408
ENSG00000236229,193157208
ENSG00000241878,31626016
ENSG00000047634,17751966
ENSG00000183807,116765719
ENSG00000184210,70177667
ENSG00000230955,37861091
ENSG00000283644,135309659
ENSG00000270222,59655920
ENSG00000186376,135291603
ENSG00000233315,30506842
ENSG00000266179,19600958
ENSG00000129003,61919449
ENSG00000271900,19601900
ENSG00000204084,37891454
ENSG00000282650,1886319
ENSG00000196924,154368090
ENSG00000282469,1886256
ENSG00000206208,33484205
ENSG00000112559,41638825
ENSG00000274024,135297748
ENSG00000238210,135253583
ENSG00000225447,45646197
ENSG00000159596,45688275
ENSG00000284994,135327835
ENSG00000273576,39567559
ENSG00000230896,45697075
ENSG00000171532,39607920
ENSG00000244414,196825671
ENSG00000242261,128307678
ENSG00000175691,2944971
ENSG00000279452,2950644
ENSG00000096171,31764601
ENSG00000287209,43116000
ENSG00000274881,54705165
ENSG00000088038,54137993
ENSG00000285986,196850340
ENSG00000240108,26114028
ENSG00000282989,101872549
ENSG00000233633,558277
ENSG00000135298,68636000
ENSG00000253629,101686782
ENSG00000230440,26134198
ENSG00000127252,193255789
ENSG00000168066,64778469
ENSG00000276734,148987641
ENSG00000104490,101790969
ENSG00000128422,41621754
ENSG00000282069,1891317
ENSG00000236297,193593090
ENSG00000225473,193553287
ENSG00000276333,1920464
ENSG00000127249,193467348
ENSG00000274517,54712760
ENSG00000273864,54717417
ENSG00000211701,38368169
ENSG00000281103,38350450
ENSG00000257157,97680047
ENSG00000214546,39621896
ENSG00000254165,42538304
ENSG00000229470,30547405
ENSG00000261787,66962591
ENSG00000211697,38350022
ENSG00000168575,42541926
ENSG00000061455,123089519
ENSG00000211695,38318861
ENSG00000211688,38256396
ENSG00000211699,38359162
ENSG00000258737,74305616
ENSG00000227567,31634729
ENSG00000133980,74303176
ENSG00000211691,38273647
ENSG00000231202,38296233
ENSG00000173612,116829083
ENSG00000231916,38311808
ENSG00000211687,38253429
ENSG00000177776,74378418
ENSG00000233306,38363518
ENSG00000211698,38354517
ENSG00000183379,74409806
ENSG00000211693,38292078
ENSG00000223652,123089295
ENSG00000211696,38330935
ENSG00000228668,38345499
ENSG00000238129,26189017
ENSG00000229191,201024076
ENSG00000211692,38276318
ENSG00000287211,26136190
ENSG00000225992,38322730
ENSG00000272908,38329643
ENSG00000270000,74472360
ENSG00000168538,183659447
ENSG00000230885,29656821
ENSG00000259005,74474864
ENSG00000211694,38300322
ENSG00000128944,40383322
ENSG00000226212,38340998
ENSG00000249978,38335514
ENSG00000211689,38265678
ENSG00000227195,26251425
ENSG00000223887,30547681
ENSG00000227191,38249572
ENSG00000274334,4373952
ENSG00000211690,38269540
ENSG00000277399,38328503
ENSG00000278760,4418546
ENSG00000287042,15860265
ENSG00000224728,15879571
ENSG00000231129,30616196
ENSG00000286689,15970482
ENSG00000176209,42541199
ENSG00000187527,193378753
ENSG00000228763,108678601
ENSG00000147262,130385660
ENSG00000281036,125325447
ENSG00000230913,41667649
ENSG00000225884,191792837
ENSG00000137265,391809
ENSG00000010610,6814463
ENSG00000236200,43708138
ENSG00000274636,4315455
ENSG00000178209,143939590
ENSG00000120332,175067935
ENSG00000282228,4353280
ENSG00000222022,237425276
ENSG00000236508,193307400
ENSG00000223665,91643512
ENSG00000227225,19603208
ENSG00000066135,43650252
ENSG00000237056,33488077
ENSG00000177875,48185926
ENSG00000254131,42485019
ENSG00000222032,237434822
ENSG00000168497,191847088
ENSG00000204195,70234771
ENSG00000105617,54159721
ENSG00000213946,191882205
ENSG00000127989,91880690
ENSG00000185002,116877498
ENSG00000144339,192194916
ENSG00000259981,30089991
ENSG00000260240,59754848
ENSG00000082126,201694054
ENSG00000254726,156082465
ENSG00000256443,61542259
ENSG00000242752,19603345
ENSG00000011347,61581148
ENSG00000156282,30166805
ENSG00000233674,43743741
ENSG00000224751,43851611
ENSG00000228725,19605048
ENSG00000227342,30211783
ENSG00000281609,125377439
ENSG00000167608,54173160
ENSG00000217089,117048838
ENSG00000261278,60025141
ENSG00000279875,48191207
ENSG00000284989,43650252
ENSG00000261807,59855525
ENSG00000287253,117264817
ENSG00000287214,67314637
ENSG00000229444,43727343
ENSG00000253223,66986187
ENSG00000156284,30216097
ENSG00000250869,67135911
ENSG00000186912,70259764
ENSG00000283133,41157342
ENSG00000172640,48203387
ENSG00000224254,19605933
ENSG00000269514,48198468
ENSG00000102871,67159909
ENSG00000066777,67302466
ENSG00000157021,41163443
ENSG00000258234,48284210
ENSG00000281486,1209229
ENSG00000287672,91880864
ENSG00000154146,124740099
ENSG00000275228,48328472
ENSG00000231617,33492318
ENSG00000187166,48330279
ENSG00000233766,192036365
ENSG00000258273,48333901
ENSG00000225267,30263881
ENSG00000276196,54732782
ENSG00000255045,124746337
ENSG00000188694,30282950
ENSG00000232263,30289514
ENSG00000282011,4350608
ENSG00000197683,30320315
ENSG00000170734,43576440
ENSG00000206107,30337694
ENSG00000126091,43736380
ENSG00000186980,30348609
ENSG00000250973,30356885
ENSG00000257501,97733267
ENSG00000182816,30372271
ENSG00000257763,48356614
ENSG00000273434,48417337
ENSG00000258011,110430282
ENSG00000226413,48442947
ENSG00000258210,110445548
ENSG00000198390,30396822
ENSG00000273765,48361377
ENSG00000257735,48350982
ENSG00000274410,54746791
ENSG00000240432,30425968
ENSG00000257792,48395392
ENSG00000196510,110395220
ENSG00000154646,18398329
ENSG00000104953,2978284
ENSG00000167528,48348115
ENSG00000145725,103129703
ENSG00000267782,35167012
ENSG00000267744,35191702
ENSG00000203362,43591362
ENSG00000141161,35149009
ENSG00000172432,43626948
ENSG00000228708,18486599
ENSG00000231625,19615888
ENSG00000104218,67175436
ENSG00000281624,241810623
ENSG00000107897,27240797
ENSG00000281082,241801907
ENSG00000258024,48386265
ENSG00000276126,241802036
ENSG00000261590,60357474
ENSG00000261436,60364932
ENSG00000132872,43277490
ENSG00000277926,241815147
ENSG00000125505,54189568
ENSG00000102878,67165630
ENSG00000225755,163237366
ENSG00000261310,60523250
ENSG00000278499,60359480
ENSG00000143228,163326174
ENSG00000019102,124751580
ENSG00000176043,72929930
ENSG00000170162,117265844
ENSG00000119599,72926543
